,tiempo
2140,143.0
2141,144.0
2142,144.0
2143,144.0
2144,143.0
2145,143.0
2146,144.0
2147,144.0
2148,143.0
2149,144.0
2150,144.0
2151,143.0
2152,143.0
2153,143.0
2154,143.0
2155,143.0
2156,143.0
2157,143.0
2158,143.0
2159,144.0
2160,144.0
2161,144.0
2162,143.0
2163,144.0
2164,143.0
2165,144.0
2166,144.0
2167,144.0
2168,144.0
2169,144.0
2170,143.0
2171,143.0
2172,144.0
2173,144.0
2174,145.0
2175,145.0
2176,145.0
2177,144.0
2178,144.0
2179,145.0
2180,145.0
2181,144.0
2182,145.0
2183,145.0
2184,145.0
2185,144.0
2186,145.0
2187,145.0
2188,144.0
2189,144.0
2190,145.0
2191,145.0
2192,144.0
2193,144.0
2194,144.0
2195,144.0
2196,145.0
2197,144.0
2198,145.0
2199,144.0
2200,144.0
2201,144.0
2202,145.0
2203,144.0
2204,145.0
2205,144.0
2206,145.0
2207,145.0
2208,144.0
2209,144.0
2210,145.0
2211,144.0
2212,145.0
2213,145.0
2214,145.0
2215,145.0
2216,145.0
2217,144.0
2218,145.0
2219,144.0
2220,145.0
2221,145.0
2222,145.0
2223,144.0
2224,144.0
2225,145.0
2226,145.0
2227,145.0
2228,144.0
2229,145.0
2230,145.0
2231,145.0
2232,145.0
2233,145.0
2234,146.0
2235,145.0
2236,146.0
2237,146.0
2238,146.0
2239,146.0
2240,146.0
2241,145.0
2242,145.0
2243,145.0
2244,146.0
2245,146.0
2246,145.0
2247,145.0
2248,146.0
2249,145.0
2250,146.0
2251,145.0
2252,145.0
2253,146.0
2254,145.0
2255,145.0
2256,146.0
2257,146.0
2258,146.0
2259,145.0
2260,145.0
2261,145.0
2262,145.0
2263,146.0
2264,146.0
2265,145.0
2266,146.0
2267,146.0
2268,147.0
2269,146.0
2270,146.0
2271,147.0
2272,146.0
2273,146.0
2274,146.0
2275,147.0
2276,146.0
2277,147.0
2278,147.0
2279,146.0
2280,146.0
2281,146.0
2282,146.0
2283,147.0
2284,147.0
2285,146.0
2286,146.0
2287,146.0
2288,147.0
2289,147.0
2290,147.0
2291,147.0
2292,147.0
2293,146.0
2294,147.0
2295,146.0
2296,148.0
2297,148.0
2298,148.0
2299,147.0
2300,148.0
2301,147.0
2302,147.0
2303,148.0
2304,148.0
2305,147.0
2306,148.0
2307,147.0
2308,147.0
2309,148.0
2310,148.0
2311,148.0
2312,148.0
2313,148.0
2314,147.0
2315,148.0
2316,148.0
2317,147.0
2318,149.0
2319,149.0
2320,147.0
2321,147.0
2322,148.0
2323,147.0
2324,147.0
2325,148.0
2326,148.0
2327,147.0
2328,148.0
2329,149.0
2330,149.0
2331,148.0
2332,149.0
2333,149.0
2334,149.0
2335,148.0
2336,149.0
2337,148.0
2338,149.0
2339,149.0
2340,148.0
2341,148.0
2342,149.0
2343,148.0
2344,149.0
2345,149.0
2346,149.0
2347,148.0
2348,149.0
2349,149.0
2350,148.0
2351,148.0
2352,149.0
2353,150.0
2354,149.0
2355,149.0
2356,148.0
2357,149.0
2358,150.0
2359,149.0
2360,149.0
2361,149.0
2362,149.0
2363,150.0
2364,150.0
2365,150.0
2366,149.0
2367,150.0
2368,149.0
2369,149.0
2370,150.0
2371,150.0
2372,150.0
2373,150.0
2374,149.0
2375,150.0
2376,149.0
2377,150.0
2378,149.0
2379,149.0
2380,150.0
2381,149.0
2382,150.0
2383,150.0
2384,150.0
2385,150.0
2386,150.0
2387,149.0
2388,149.0
2389,150.0
2390,150.0
2391,149.0
2392,150.0
2393,150.0
2394,149.0
2395,150.0
2396,150.0
2397,150.0
2398,149.0
2399,150.0
2400,151.0
2401,150.0
2402,151.0
2403,150.0
2404,150.0
2405,151.0
2406,150.0
2407,151.0
2408,150.0
2409,151.0
2410,150.0
2411,151.0
2412,151.0
2413,150.0
2414,151.0
2415,150.0
2416,151.0
2417,150.0
2418,150.0
2419,151.0
2420,150.0
2421,151.0
2422,150.0
2423,150.0
2424,151.0
2425,150.0
2426,151.0
2427,150.0
2428,150.0
2429,150.0
2430,151.0
2431,151.0
2432,150.0
2433,150.0
2434,151.0
2435,151.0
2436,151.0
2437,152.0
2438,152.0
2439,152.0
2440,151.0
2441,151.0
2442,152.0
2443,151.0
2444,152.0
2445,152.0
2446,151.0
2447,152.0
2448,151.0
2449,152.0
2450,151.0
2451,152.0
2452,152.0
2453,152.0
2454,151.0
2455,152.0
2456,152.0
2457,151.0
2458,152.0
2459,151.0
2460,151.0
2461,151.0
2462,151.0
2463,152.0
2464,151.0
2465,151.0
2466,152.0
2467,152.0
2468,153.0
2469,152.0
2470,152.0
2471,151.0
2472,153.0
2473,152.0
2474,152.0
2475,153.0
2476,153.0
2477,153.0
2478,153.0
2479,152.0
2480,152.0
2481,153.0
2482,153.0
2483,153.0
2484,153.0
2485,153.0
2486,152.0
2487,153.0
2488,153.0
2489,152.0
2490,152.0
2491,152.0
2492,153.0
2493,153.0
2494,153.0
2495,152.0
2496,153.0
2497,154.0
2498,153.0
2499,153.0
2500,154.0
2501,153.0
2502,153.0
2503,154.0
2504,154.0
2505,154.0
2506,153.0
2507,153.0
2508,154.0
2509,153.0
2510,154.0
2511,154.0
2512,155.0
2513,153.0
2514,154.0
2515,153.0
2516,153.0
2517,153.0
2518,154.0
2519,153.0
2520,155.0
2521,155.0
2522,154.0
2523,155.0
2524,155.0
2525,155.0
2526,155.0
2527,154.0
2528,154.0
2529,155.0
2530,154.0
2531,155.0
2532,155.0
2533,155.0
2534,154.0
2535,155.0
2536,154.0
2537,155.0
2538,155.0
2539,155.0
2540,155.0
2541,154.0
2542,154.0
2543,155.0
2544,155.0
2545,156.0
2546,154.0
2547,155.0
2548,154.0
2549,154.0
2550,156.0
2551,154.0
2552,154.0
2553,155.0
2554,155.0
2555,155.0
2556,155.0
2557,156.0
2558,155.0
2559,155.0
2560,155.0
2561,156.0
2562,156.0
2563,155.0
2564,155.0
2565,155.0
2566,156.0
2567,155.0
2568,156.0
2569,155.0
2570,155.0
2571,155.0
2572,156.0
2573,155.0
2574,156.0
2575,155.0
2576,156.0
2577,155.0
2578,156.0
2579,155.0
2580,155.0
2581,156.0
2582,156.0
2583,155.0
2584,156.0
2585,155.0
2586,155.0
2587,155.0
2588,156.0
2589,156.0
2590,155.0
2591,156.0
2592,156.0
2593,156.0
2594,157.0
2595,156.0
2596,155.0
2597,156.0
2598,156.0
2599,156.0
2600,155.0
2601,155.0
2602,155.0
2603,155.0
2604,156.0
2605,157.0
2606,156.0
2607,157.0
2608,157.0
2609,156.0
2610,156.0
2611,156.0
2612,156.0
2613,157.0
2614,157.0
2615,156.0
2616,157.0
2617,156.0
2618,157.0
2619,156.0
2620,156.0
2621,156.0
2622,157.0
2623,156.0
2624,157.0
2625,157.0
2626,156.0
2627,156.0
2628,156.0
2629,157.0
2630,157.0
2631,156.0
2632,156.0
2633,156.0
2634,157.0
2635,157.0
2636,157.0
2637,156.0
2638,156.0
2639,157.0
2640,158.0
2641,158.0
2642,157.0
2643,156.0
2644,157.0
2645,157.0
2646,157.0
2647,157.0
2648,158.0
2649,156.0
2650,158.0
2651,157.0
2652,157.0
2653,157.0
2654,158.0
2655,158.0
2656,158.0
2657,157.0
2658,157.0
2659,157.0
2660,158.0
2661,158.0
2662,157.0
2663,157.0
2664,157.0
2665,158.0
2666,157.0
2667,158.0
2668,158.0
2669,157.0
2670,157.0
2671,158.0
2672,157.0
2673,157.0
2674,157.0
2675,158.0
2676,157.0
2677,157.0
2678,158.0
2679,157.0
2680,157.0
2681,158.0
2682,158.0
2683,158.0
2684,158.0
2685,158.0
2686,157.0
2687,158.0
2688,158.0
2689,159.0
2690,159.0
2691,159.0
2692,158.0
2693,158.0
2694,158.0
2695,159.0
2696,159.0
2697,159.0
2698,159.0
2699,159.0
2700,158.0
2701,159.0
2702,159.0
2703,159.0
2704,159.0
2705,158.0
2706,159.0
2707,159.0
2708,158.0
2709,159.0
2710,159.0
2711,158.0
2712,159.0
2713,159.0
2714,159.0
2715,159.0
2716,159.0
2717,159.0
2718,158.0
2719,158.0
2720,159.0
2721,159.0
2722,158.0
2723,159.0
2724,158.0
2725,160.0
2726,159.0
2727,158.0
2728,160.0
2729,159.0
2730,160.0
2731,158.0
2732,159.0
2733,159.0
2734,159.0
2735,159.0
2736,159.0
2737,159.0
2738,160.0
2739,159.0
2740,159.0
2741,160.0
2742,160.0
2743,159.0
2744,160.0
2745,159.0
2746,160.0
2747,160.0
2748,160.0
2749,160.0
2750,159.0
2751,159.0
2752,159.0
2753,160.0
2754,160.0
2755,159.0
2756,159.0
2757,159.0
2758,159.0
2759,159.0
2760,161.0
2761,161.0
2762,161.0
2763,160.0
2764,161.0
2765,161.0
2766,161.0
2767,160.0
2768,160.0
2769,160.0
2770,160.0
2771,160.0
2772,161.0
2773,160.0
2774,161.0
2775,160.0
2776,161.0
2777,161.0
2778,160.0
2779,160.0
2780,161.0
2781,160.0
2782,161.0
2783,160.0
2784,162.0
2785,161.0
2786,161.0
2787,161.0
2788,161.0
2789,161.0
2790,160.0
2791,162.0
2792,160.0
2793,160.0
2794,161.0
2795,161.0
2796,161.0
2797,162.0
2798,161.0
2799,161.0
2800,161.0
2801,162.0
2802,161.0
2803,161.0
2804,162.0
2805,161.0
2806,162.0
2807,161.0
2808,162.0
2809,162.0
2810,162.0
2811,161.0
2812,162.0
2813,162.0
2814,161.0
2815,162.0
2816,162.0
2817,162.0
2818,162.0
2819,161.0
2820,162.0
2821,162.0
2822,161.0
2823,162.0
2824,162.0
2825,163.0
2826,163.0
2827,161.0
2828,162.0
2829,161.0
2830,161.0
2831,162.0
2832,162.0
2833,163.0
2834,162.0
2835,162.0
2836,163.0
2837,162.0
2838,163.0
2839,163.0
2840,163.0
2841,163.0
2842,162.0
2843,162.0
2844,163.0
2845,162.0
2846,163.0
2847,162.0
2848,162.0
2849,162.0
2850,162.0
2851,163.0
2852,162.0
2853,163.0
2854,163.0
2855,163.0
2856,163.0
2857,163.0
2858,162.0
2859,162.0
2860,163.0
2861,162.0
2862,163.0
2863,162.0
2864,162.0
2865,162.0
2866,162.0
2867,163.0
2868,163.0
2869,162.0
2870,162.0
2871,164.0
2872,162.0
2873,162.0
2874,164.0
2875,164.0
2876,162.0
2877,164.0
2878,162.0
2879,163.0
2880,163.0
2881,163.0
2882,163.0
2883,163.0
2884,164.0
2885,163.0
2886,164.0
2887,163.0
2888,163.0
2889,163.0
2890,164.0
2891,164.0
2892,163.0
2893,163.0
2894,164.0
2895,163.0
2896,164.0
2897,164.0
2898,163.0
2899,163.0
2900,164.0
2901,164.0
2902,163.0
2903,163.0
2904,164.0
2905,164.0
2906,163.0
2907,164.0
2908,164.0
2909,164.0
2910,163.0
2911,164.0
2912,163.0
2913,164.0
2914,163.0
2915,163.0
2916,165.0
2917,164.0
2918,165.0
2919,165.0
2920,164.0
2921,165.0
2922,164.0
2923,164.0
2924,165.0
2925,165.0
2926,164.0
2927,165.0
2928,165.0
2929,165.0
2930,164.0
2931,165.0
2932,165.0
2933,164.0
2934,164.0
2935,165.0
2936,164.0
2937,164.0
2938,164.0
2939,164.0
2940,164.0
2941,165.0
2942,164.0
2943,165.0
2944,164.0
2945,165.0
2946,164.0
2947,165.0
2948,165.0
2949,165.0
2950,164.0
2951,164.0
2952,165.0
2953,165.0
2954,165.0
2955,164.0
2956,165.0
2957,164.0
2958,165.0
2959,165.0
2960,164.0
2961,164.0
2962,165.0
2963,165.0
2964,165.0
2965,165.0
2966,166.0
2967,165.0
2968,165.0
2969,165.0
2970,165.0
2971,166.0
2972,166.0
2973,165.0
2974,165.0
2975,166.0
2976,165.0
2977,166.0
2978,166.0
2979,165.0
2980,166.0
2981,166.0
2982,166.0
2983,165.0
2984,165.0
2985,166.0
2986,166.0
2987,165.0
2988,166.0
2989,166.0
2990,165.0
2991,166.0
2992,165.0
2993,165.0
2994,166.0
2995,165.0
2996,165.0
2997,166.0
2998,165.0
2999,165.0
3000,167.0
3001,165.0
3002,165.0
3003,167.0
3004,166.0
3005,166.0
3006,166.0
3007,166.0
3008,166.0
3009,166.0
3010,167.0
3011,165.0
3012,167.0
3013,167.0
3014,167.0
3015,167.0
3016,166.0
3017,166.0
3018,167.0
3019,167.0
3020,167.0
3021,166.0
3022,166.0
3023,167.0
3024,167.0
3025,167.0
3026,167.0
3027,166.0
3028,168.0
3029,167.0
3030,166.0
3031,168.0
3032,167.0
3033,166.0
3034,167.0
3035,167.0
3036,168.0
3037,167.0
3038,168.0
3039,168.0
3040,168.0
3041,167.0
3042,167.0
3043,168.0
3044,168.0
3045,168.0
3046,167.0
3047,167.0
3048,168.0
3049,168.0
3050,167.0
3051,167.0
3052,167.0
3053,167.0
3054,167.0
3055,167.0
3056,167.0
3057,168.0
3058,168.0
3059,168.0
3060,168.0
3061,168.0
3062,167.0
3063,168.0
3064,169.0
3065,168.0
3066,169.0
3067,168.0
3068,168.0
3069,168.0
3070,167.0
3071,167.0
3072,168.0
3073,168.0
3074,168.0
3075,168.0
3076,168.0
3077,169.0
3078,169.0
3079,169.0
3080,168.0
3081,169.0
3082,169.0
3083,169.0
3084,168.0
3085,168.0
3086,169.0
3087,169.0
3088,169.0
3089,169.0
3090,169.0
3091,168.0
3092,168.0
3093,168.0
3094,169.0
3095,169.0
3096,169.0
3097,169.0
3098,170.0
3099,170.0
3100,168.0
3101,169.0
3102,169.0
3103,169.0
3104,168.0
3105,168.0
3106,170.0
3107,169.0
3108,169.0
3109,169.0
3110,169.0
3111,169.0
3112,170.0
3113,169.0
3114,169.0
3115,170.0
3116,169.0
3117,170.0
3118,169.0
3119,169.0
3120,169.0
3121,169.0
3122,170.0
3123,170.0
3124,169.0
3125,170.0
3126,169.0
3127,169.0
3128,170.0
3129,169.0
3130,169.0
3131,170.0
3132,170.0
3133,169.0
3134,169.0
3135,169.0
3136,169.0
3137,170.0
3138,170.0
3139,170.0
3140,170.0
3141,169.0
3142,170.0
3143,170.0
3144,170.0
3145,169.0
3146,169.0
3147,170.0
3148,170.0
3149,170.0
3150,169.0
3151,170.0
3152,170.0
3153,171.0
3154,170.0
3155,170.0
3156,170.0
3157,171.0
3158,171.0
3159,170.0
3160,171.0
3161,171.0
3162,171.0
3163,170.0
3164,171.0
3165,170.0
3166,171.0
3167,170.0
3168,170.0
3169,171.0
3170,170.0
3171,171.0
3172,170.0
3173,170.0
3174,171.0
3175,171.0
3176,170.0
3177,171.0
3178,171.0
3179,170.0
3180,170.0
3181,170.0
3182,171.0
3183,171.0
3184,171.0
3185,170.0
3186,171.0
3187,170.0
3188,171.0
3189,171.0
3190,170.0
3191,171.0
3192,172.0
3193,172.0
3194,171.0
3195,171.0
3196,170.0
3197,172.0
3198,170.0
3199,171.0
3200,171.0
3201,170.0
3202,170.0
3203,171.0
3204,172.0
3205,172.0
3206,171.0
3207,171.0
3208,172.0
3209,172.0
3210,171.0
3211,171.0
3212,172.0
3213,171.0
3214,171.0
3215,172.0
3216,172.0
3217,172.0
3218,172.0
3219,171.0
3220,172.0
3221,172.0
3222,171.0
3223,172.0
3224,172.0
3225,172.0
3226,172.0
3227,172.0
3228,171.0
3229,171.0
3230,172.0
3231,172.0
3232,171.0
3233,172.0
3234,171.0
3235,172.0
3236,172.0
3237,172.0
3238,171.0
3239,171.0
3240,171.0
3241,172.0
3242,171.0
3243,173.0
3244,173.0
3245,172.0
3246,172.0
3247,172.0
3248,171.0
3249,173.0
3250,173.0
3251,172.0
3252,172.0
3253,173.0
3254,173.0
3255,173.0
3256,172.0
3257,172.0
3258,173.0
3259,172.0
3260,173.0
3261,173.0
3262,172.0
3263,172.0
3264,172.0
3265,172.0
3266,172.0
3267,172.0
3268,173.0
3269,173.0
3270,173.0
3271,172.0
3272,173.0
3273,173.0
3274,173.0
3275,172.0
3276,173.0
3277,173.0
3278,172.0
3279,174.0
3280,172.0
3281,173.0
3282,174.0
3283,174.0
3284,174.0
3285,172.0
3286,173.0
3287,172.0
3288,173.0
3289,174.0
3290,174.0
3291,174.0
3292,174.0
3293,174.0
3294,173.0
3295,173.0
3296,173.0
3297,174.0
3298,174.0
3299,174.0
3300,173.0
3301,174.0
3302,174.0
3303,174.0
3304,174.0
3305,173.0
3306,173.0
3307,174.0
3308,174.0
3309,174.0
3310,173.0
3311,173.0
3312,175.0
3313,174.0
3314,174.0
3315,175.0
3316,175.0
3317,175.0
3318,174.0
3319,174.0
3320,173.0
3321,175.0
3322,175.0
3323,175.0
3324,174.0
3325,174.0
3326,175.0
3327,174.0
3328,174.0
3329,175.0
3330,174.0
3331,175.0
3332,175.0
3333,175.0
3334,175.0
3335,175.0
3336,175.0
3337,174.0
3338,175.0
3339,174.0
3340,175.0
3341,174.0
3342,176.0
3343,175.0
3344,175.0
3345,175.0
3346,174.0
3347,175.0
3348,175.0
3349,175.0
3350,176.0
3351,176.0
3352,175.0
3353,176.0
3354,176.0
3355,176.0
3356,176.0
3357,176.0
3358,176.0
3359,175.0
3360,175.0
3361,175.0
3362,176.0
3363,176.0
3364,175.0
3365,176.0
3366,175.0
3367,176.0
3368,176.0
3369,175.0
3370,176.0
3371,175.0
3372,176.0
3373,175.0
3374,176.0
3375,176.0
3376,175.0
3377,176.0
3378,176.0
3379,175.0
3380,175.0
3381,176.0
3382,175.0
3383,175.0
3384,175.0
3385,176.0
3386,177.0
3387,175.0
3388,176.0
3389,177.0
3390,176.0
3391,176.0
3392,177.0
3393,175.0
3394,177.0
3395,176.0
3396,176.0
3397,176.0
3398,176.0
3399,177.0
3400,176.0
3401,177.0
3402,176.0
3403,177.0
3404,177.0
3405,177.0
3406,177.0
3407,176.0
3408,176.0
3409,176.0
3410,177.0
3411,177.0
3412,177.0
3413,177.0
3414,177.0
3415,177.0
3416,177.0
3417,176.0
3418,177.0
3419,176.0
3420,176.0
3421,176.0
3422,176.0
3423,177.0
3424,177.0
3425,176.0
3426,176.0
3427,177.0
3428,176.0
3429,177.0
3430,176.0
3431,177.0
3432,177.0
3433,176.0
3434,177.0
3435,177.0
3436,177.0
3437,176.0
3438,176.0
3439,177.0
3440,176.0
3441,177.0
3442,177.0
3443,177.0
3444,176.0
3445,178.0
3446,177.0
3447,177.0
3448,177.0
3449,177.0
3450,177.0
3451,176.0
3452,176.0
3453,178.0
3454,177.0
3455,178.0
3456,178.0
3457,178.0
3458,177.0
3459,178.0
3460,178.0
3461,178.0
3462,178.0
3463,177.0
3464,178.0
3465,178.0
3466,177.0
3467,178.0
3468,177.0
3469,178.0
3470,178.0
3471,178.0
3472,178.0
3473,178.0
3474,177.0
3475,178.0
3476,177.0
3477,178.0
3478,177.0
3479,177.0
3480,177.0
3481,178.0
3482,178.0
3483,177.0
3484,177.0
3485,177.0
3486,177.0
3487,177.0
3488,177.0
3489,177.0
3490,178.0
3491,178.0
3492,177.0
3493,177.0
3494,177.0
3495,178.0
3496,178.0
3497,177.0
3498,178.0
3499,177.0
3500,178.0
3501,177.0
3502,177.0
3503,178.0
3504,178.0
3505,178.0
3506,177.0
3507,177.0
3508,177.0
3509,178.0
3510,178.0
3511,178.0
3512,178.0
3513,178.0
3514,178.0
3515,177.0
3516,179.0
3517,178.0
3518,179.0
3519,179.0
3520,178.0
3521,179.0
3522,179.0
3523,178.0
3524,179.0
3525,179.0
3526,178.0
3527,179.0
3528,178.0
3529,179.0
3530,179.0
3531,179.0
3532,178.0
3533,178.0
3534,179.0
3535,179.0
3536,179.0
3537,179.0
3538,179.0
3539,178.0
3540,179.0
3541,178.0
3542,179.0
3543,178.0
3544,179.0
3545,178.0
3546,178.0
3547,178.0
3548,178.0
3549,178.0
3550,178.0
3551,178.0
3552,178.0
3553,179.0
3554,179.0
3555,178.0
3556,178.0
3557,178.0
3558,178.0
3559,178.0
3560,178.0
3561,178.0
3562,179.0
3563,179.0
3564,179.0
3565,179.0
3566,179.0
3567,179.0
3568,178.0
3569,179.0
3570,179.0
3571,179.0
3572,178.0
3573,178.0
3574,179.0
3575,178.0
3576,179.0
3577,179.0
3578,178.0
3579,179.0
3580,180.0
3581,180.0
3582,179.0
3583,179.0
3584,180.0
3585,180.0
3586,178.0
3587,180.0
3588,179.0
3589,180.0
3590,179.0
3591,180.0
3592,180.0
3593,180.0
3594,180.0
3595,180.0
3596,179.0
3597,180.0
3598,179.0
3599,180.0
3600,180.0
3601,180.0
3602,180.0
3603,180.0
3604,180.0
3605,179.0
3606,179.0
3607,179.0
3608,180.0
3609,179.0
3610,180.0
3611,179.0
3612,179.0
3613,180.0
3614,180.0
3615,180.0
3616,179.0
3617,179.0
3618,180.0
3619,179.0
3620,179.0
3621,179.0
3622,179.0
3623,179.0
3624,180.0
3625,180.0
3626,179.0
3627,180.0
3628,180.0
3629,180.0
3630,181.0
3631,180.0
3632,181.0
3633,180.0
3634,180.0
3635,180.0
3636,181.0
3637,180.0
3638,181.0
3639,181.0
3640,181.0
3641,180.0
3642,180.0
3643,180.0
3644,180.0
3645,180.0
3646,180.0
3647,180.0
3648,181.0
3649,180.0
3650,181.0
3651,181.0
3652,181.0
3653,180.0
3654,181.0
3655,181.0
3656,181.0
3657,181.0
3658,181.0
3659,180.0
3660,181.0
3661,182.0
3662,180.0
3663,181.0
3664,181.0
3665,182.0
3666,181.0
3667,180.0
3668,181.0
3669,181.0
3670,181.0
3671,181.0
3672,181.0
3673,181.0
3674,182.0
3675,181.0
3676,181.0
3677,182.0
3678,182.0
3679,182.0
3680,181.0
3681,182.0
3682,181.0
3683,181.0
3684,181.0
3685,181.0
3686,181.0
3687,181.0
3688,182.0
3689,182.0
3690,182.0
3691,182.0
3692,182.0
3693,181.0
3694,181.0
3695,181.0
3696,182.0
3697,183.0
3698,183.0
3699,183.0
3700,182.0
3701,182.0
3702,183.0
3703,182.0
3704,183.0
3705,182.0
3706,182.0
3707,183.0
3708,182.0
3709,183.0
3710,183.0
3711,183.0
3712,182.0
3713,182.0
3714,182.0
3715,182.0
3716,182.0
3717,183.0
3718,182.0
3719,183.0
3720,183.0
3721,183.0
3722,183.0
3723,183.0
3724,182.0
3725,182.0
3726,182.0
3727,182.0
3728,183.0
3729,183.0
3730,182.0
3731,183.0
3732,182.0
3733,182.0
3734,183.0
3735,183.0
3736,183.0
3737,182.0
3738,184.0
3739,182.0
3740,182.0
3741,184.0
3742,183.0
3743,182.0
3744,183.0
3745,183.0
3746,183.0
3747,183.0
3748,183.0
3749,184.0
3750,183.0
3751,184.0
3752,183.0
3753,184.0
3754,184.0
3755,184.0
3756,183.0
3757,184.0
3758,183.0
3759,183.0
3760,184.0
3761,183.0
3762,184.0
3763,183.0
3764,183.0
3765,183.0
3766,183.0
3767,183.0
3768,183.0
3769,184.0
3770,184.0
3771,183.0
3772,184.0
3773,184.0
3774,183.0
3775,184.0
3776,183.0
3777,184.0
3778,184.0
3779,183.0
3780,183.0
3781,183.0
3782,183.0
3783,183.0
3784,184.0
3785,183.0
3786,184.0
3787,183.0
3788,183.0
3789,183.0
3790,183.0
3791,183.0
3792,184.0
3793,183.0
3794,185.0
3795,183.0
3796,184.0
3797,185.0
3798,184.0
3799,184.0
3800,184.0
3801,185.0
3802,184.0
3803,185.0
3804,184.0
3805,184.0
3806,185.0
3807,185.0
3808,184.0
3809,185.0
3810,185.0
3811,185.0
3812,184.0
3813,184.0
3814,184.0
3815,184.0
3816,185.0
3817,184.0
3818,185.0
3819,185.0
3820,185.0
3821,184.0
3822,185.0
3823,185.0
3824,184.0
3825,185.0
3826,184.0
3827,184.0
3828,184.0
3829,185.0
3830,185.0
3831,185.0
3832,184.0
3833,185.0
3834,184.0
3835,185.0
3836,185.0
3837,185.0
3838,185.0
3839,185.0
3840,184.0
3841,185.0
3842,185.0
3843,184.0
3844,185.0
3845,184.0
3846,185.0
3847,185.0
3848,185.0
3849,184.0
3850,185.0
3851,185.0
3852,186.0
3853,186.0
3854,185.0
3855,186.0
3856,185.0
3857,185.0
3858,185.0
3859,186.0
3860,186.0
3861,186.0
3862,186.0
3863,186.0
3864,185.0
3865,185.0
3866,185.0
3867,185.0
3868,186.0
3869,186.0
3870,185.0
3871,186.0
3872,186.0
3873,186.0
3874,186.0
3875,186.0
3876,186.0
3877,185.0
3878,185.0
3879,186.0
3880,185.0
3881,186.0
3882,185.0
3883,185.0
3884,186.0
3885,185.0
3886,186.0
3887,186.0
3888,186.0
3889,186.0
3890,186.0
3891,186.0
3892,186.0
3893,186.0
3894,186.0
3895,186.0
3896,185.0
3897,185.0
3898,186.0
3899,186.0
3900,187.0
3901,186.0
3902,185.0
3903,187.0
3904,185.0
3905,187.0
3906,185.0
3907,187.0
3908,186.0
3909,185.0
3910,187.0
3911,185.0
3912,187.0
3913,186.0
3914,186.0
3915,186.0
3916,187.0
3917,186.0
3918,187.0
3919,186.0
3920,187.0
3921,187.0
3922,186.0
3923,186.0
3924,187.0
3925,186.0
3926,187.0
3927,187.0
3928,186.0
3929,187.0
3930,187.0
3931,186.0
3932,186.0
3933,186.0
3934,186.0
3935,187.0
3936,187.0
3937,187.0
3938,186.0
3939,187.0
3940,187.0
3941,187.0
3942,186.0
3943,186.0
3944,187.0
3945,186.0
3946,186.0
3947,186.0
3948,187.0
3949,188.0
3950,188.0
3951,188.0
3952,186.0
3953,187.0
3954,188.0
3955,187.0
3956,187.0
3957,186.0
3958,187.0
3959,188.0
3960,188.0
3961,187.0
3962,187.0
3963,187.0
3964,187.0
3965,188.0
3966,188.0
3967,188.0
3968,187.0
3969,187.0
3970,187.0
3971,188.0
3972,189.0
3973,188.0
3974,187.0
3975,188.0
3976,187.0
3977,187.0
3978,188.0
3979,187.0
3980,188.0
3981,188.0
3982,187.0
3983,187.0
3984,188.0
3985,189.0
3986,188.0
3987,189.0
3988,189.0
3989,189.0
3990,188.0
3991,188.0
3992,188.0
3993,188.0
3994,188.0
3995,188.0
3996,188.0
3997,189.0
3998,188.0
3999,188.0
4000,189.0
4001,189.0
4002,188.0
4003,189.0
4004,188.0
4005,189.0
4006,188.0
4007,188.0
4008,190.0
4009,189.0
4010,189.0
4011,190.0
4012,189.0
4013,189.0
4014,189.0
4015,190.0
4016,189.0
4017,190.0
4018,189.0
4019,189.0
4020,190.0
4021,189.0
4022,189.0
4023,189.0
4024,189.0
4025,190.0
4026,189.0
4027,190.0
4028,190.0
4029,189.0
4030,189.0
4031,190.0
4032,189.0
4033,190.0
4034,190.0
4035,189.0
4036,190.0
4037,190.0
4038,190.0
4039,190.0
4040,189.0
4041,190.0
4042,189.0
4043,190.0
4044,189.0
4045,190.0
4046,189.0
4047,191.0
4048,191.0
4049,191.0
4050,189.0
4051,190.0
4052,190.0
4053,190.0
4054,189.0
4055,190.0
4056,190.0
4057,190.0
4058,190.0
4059,191.0
4060,191.0
4061,191.0
4062,191.0
4063,190.0
4064,191.0
4065,190.0
4066,191.0
4067,190.0
4068,191.0
4069,190.0
4070,190.0
4071,190.0
4072,190.0
4073,191.0
4074,191.0
4075,191.0
4076,191.0
4077,191.0
4078,190.0
4079,190.0
4080,191.0
4081,191.0
4082,191.0
4083,190.0
4084,191.0
4085,191.0
4086,191.0
4087,190.0
4088,191.0
4089,191.0
4090,191.0
4091,190.0
4092,191.0
4093,190.0
4094,191.0
4095,191.0
4096,191.0
4097,191.0
4098,190.0
4099,191.0
4100,191.0
4101,190.0
4102,191.0
4103,190.0
4104,192.0
4105,191.0
4106,192.0
4107,191.0
4108,191.0
4109,191.0
4110,190.0
4111,192.0
4112,192.0
4113,190.0
4114,191.0
4115,191.0
4116,192.0
4117,192.0
4118,192.0
4119,191.0
4120,192.0
4121,192.0
4122,191.0
4123,191.0
4124,192.0
4125,191.0
4126,191.0
4127,192.0
4128,191.0
4129,191.0
4130,192.0
4131,192.0
4132,191.0
4133,191.0
4134,191.0
4135,191.0
4136,192.0
4137,192.0
4138,191.0
