,tiempo
39144,495.0
39145,496.0
39146,496.0
39147,496.0
39148,495.0
39149,495.0
39150,496.0
39151,495.0
39152,495.0
39153,496.0
39154,495.0
39155,495.0
39156,495.0
39157,496.0
39158,496.0
39159,496.0
39160,495.0
39161,496.0
39162,495.0
39163,496.0
39164,495.0
39165,495.0
39166,495.0
39167,495.0
39168,496.0
39169,495.0
39170,495.0
39171,496.0
39172,495.0
39173,496.0
39174,496.0
39175,495.0
39176,496.0
39177,496.0
39178,495.0
39179,496.0
39180,495.0
39181,496.0
39182,497.0
39183,496.0
39184,497.0
39185,496.0
39186,496.0
39187,495.0
39188,496.0
39189,496.0
39190,496.0
39191,496.0
39192,496.0
39193,496.0
39194,495.0
39195,497.0
39196,497.0
39197,497.0
39198,497.0
39199,496.0
39200,496.0
39201,496.0
39202,495.0
39203,497.0
39204,497.0
39205,496.0
39206,497.0
39207,495.0
39208,495.0
39209,496.0
39210,497.0
39211,497.0
39212,496.0
39213,496.0
39214,496.0
39215,497.0
39216,496.0
39217,496.0
39218,497.0
39219,496.0
39220,497.0
39221,496.0
39222,497.0
39223,497.0
39224,496.0
39225,496.0
39226,497.0
39227,497.0
39228,497.0
39229,496.0
39230,496.0
39231,496.0
39232,496.0
39233,497.0
39234,496.0
39235,497.0
39236,497.0
39237,496.0
39238,496.0
39239,497.0
39240,497.0
39241,497.0
39242,497.0
39243,496.0
39244,497.0
39245,497.0
39246,497.0
39247,496.0
39248,496.0
39249,496.0
39250,496.0
39251,496.0
39252,497.0
39253,496.0
39254,497.0
39255,497.0
39256,496.0
39257,496.0
39258,497.0
39259,497.0
39260,496.0
39261,496.0
39262,497.0
39263,496.0
39264,497.0
39265,497.0
39266,497.0
39267,496.0
39268,496.0
39269,497.0
39270,497.0
39271,498.0
39272,497.0
39273,498.0
39274,498.0
39275,498.0
39276,498.0
39277,498.0
39278,498.0
39279,498.0
39280,498.0
39281,498.0
39282,498.0
39283,498.0
39284,497.0
39285,498.0
39286,497.0
39287,497.0
39288,498.0
39289,497.0
39290,497.0
39291,498.0
39292,498.0
39293,497.0
39294,497.0
39295,497.0
39296,497.0
39297,497.0
39298,497.0
39299,497.0
39300,498.0
39301,497.0
39302,497.0
39303,498.0
39304,497.0
39305,498.0
39306,498.0
39307,498.0
39308,497.0
39309,498.0
39310,498.0
39311,498.0
39312,498.0
39313,497.0
39314,497.0
39315,498.0
39316,497.0
39317,498.0
39318,498.0
39319,497.0
39320,497.0
39321,497.0
39322,498.0
39323,498.0
39324,498.0
39325,497.0
39326,497.0
39327,498.0
39328,497.0
39329,497.0
39330,498.0
39331,498.0
39332,498.0
39333,497.0
39334,497.0
39335,497.0
39336,498.0
39337,498.0
39338,497.0
39339,498.0
39340,498.0
39341,497.0
39342,498.0
39343,497.0
39344,497.0
39345,498.0
39346,497.0
39347,498.0
39348,498.0
39349,498.0
39350,498.0
39351,497.0
39352,497.0
39353,497.0
39354,498.0
39355,498.0
39356,497.0
39357,498.0
39358,498.0
39359,497.0
39360,497.0
39361,498.0
39362,497.0
39363,498.0
39364,497.0
39365,498.0
39366,497.0
39367,497.0
39368,498.0
39369,498.0
39370,498.0
39371,497.0
39372,497.0
39373,498.0
39374,497.0
39375,497.0
39376,498.0
39377,497.0
39378,497.0
39379,498.0
39380,498.0
39381,497.0
39382,498.0
39383,498.0
39384,497.0
39385,498.0
39386,497.0
39387,498.0
39388,497.0
39389,498.0
39390,498.0
39391,497.0
39392,498.0
39393,499.0
39394,499.0
39395,499.0
39396,498.0
39397,498.0
39398,499.0
39399,499.0
39400,498.0
39401,498.0
39402,498.0
39403,498.0
39404,499.0
39405,498.0
39406,498.0
39407,498.0
39408,497.0
39409,498.0
39410,498.0
39411,499.0
39412,499.0
39413,499.0
39414,498.0
39415,498.0
39416,498.0
39417,499.0
39418,498.0
39419,499.0
39420,499.0
39421,499.0
39422,499.0
39423,498.0
39424,499.0
39425,499.0
39426,498.0
39427,499.0
39428,499.0
39429,499.0
39430,498.0
39431,499.0
39432,499.0
39433,499.0
39434,499.0
39435,499.0
39436,499.0
39437,498.0
39438,498.0
39439,499.0
39440,499.0
39441,498.0
39442,499.0
39443,499.0
39444,498.0
39445,499.0
39446,498.0
39447,498.0
39448,498.0
39449,498.0
39450,498.0
39451,498.0
39452,499.0
39453,498.0
39454,498.0
39455,499.0
39456,498.0
39457,498.0
39458,499.0
39459,499.0
39460,499.0
39461,498.0
39462,498.0
39463,498.0
39464,499.0
39465,498.0
39466,499.0
39467,498.0
39468,499.0
39469,499.0
39470,499.0
39471,498.0
39472,498.0
39473,499.0
39474,499.0
39475,498.0
39476,498.0
39477,498.0
39478,499.0
39479,499.0
39480,498.0
39481,499.0
39482,499.0
39483,498.0
39484,498.0
39485,498.0
39486,499.0
39487,499.0
39488,498.0
39489,499.0
39490,498.0
39491,498.0
39492,499.0
39493,498.0
39494,499.0
39495,498.0
39496,499.0
39497,499.0
39498,498.0
39499,498.0
39500,498.0
39501,498.0
39502,498.0
39503,499.0
39504,498.0
39505,499.0
39506,499.0
39507,498.0
39508,499.0
39509,499.0
39510,498.0
39511,498.0
39512,499.0
39513,499.0
39514,498.0
39515,498.0
39516,499.0
39517,499.0
39518,499.0
39519,498.0
39520,499.0
39521,498.0
39522,498.0
39523,499.0
39524,498.0
39525,499.0
39526,499.0
39527,498.0
39528,499.0
39529,499.0
39530,498.0
39531,498.0
39532,498.0
39533,498.0
39534,499.0
39535,499.0
39536,498.0
39537,499.0
39538,499.0
39539,499.0
39540,499.0
39541,498.0
39542,499.0
39543,499.0
39544,498.0
39545,499.0
39546,498.0
39547,498.0
39548,499.0
39549,499.0
39550,498.0
39551,499.0
39552,498.0
39553,499.0
39554,498.0
39555,498.0
39556,498.0
39557,499.0
39558,498.0
39559,499.0
39560,498.0
39561,499.0
39562,498.0
39563,498.0
39564,498.0
39565,498.0
39566,498.0
39567,498.0
39568,499.0
39569,498.0
39570,500.0
39571,499.0
39572,500.0
39573,500.0
39574,500.0
39575,500.0
39576,499.0
39577,499.0
39578,499.0
39579,500.0
39580,500.0
39581,499.0
39582,499.0
39583,500.0
39584,499.0
39585,500.0
39586,498.0
39587,500.0
39588,499.0
39589,500.0
39590,499.0
39591,499.0
39592,499.0
39593,498.0
39594,499.0
39595,500.0
39596,500.0
39597,500.0
39598,500.0
39599,500.0
39600,499.0
39601,499.0
39602,499.0
39603,499.0
39604,499.0
39605,499.0
39606,499.0
39607,499.0
39608,499.0
39609,500.0
39610,499.0
39611,500.0
39612,499.0
39613,500.0
39614,500.0
39615,499.0
39616,500.0
39617,499.0
39618,500.0
39619,499.0
39620,499.0
39621,500.0
39622,499.0
39623,499.0
39624,500.0
39625,499.0
39626,499.0
39627,499.0
39628,500.0
39629,499.0
39630,500.0
39631,499.0
39632,500.0
39633,499.0
39634,500.0
39635,500.0
39636,500.0
39637,500.0
39638,500.0
39639,500.0
39640,500.0
39641,500.0
39642,500.0
39643,500.0
39644,500.0
39645,500.0
39646,499.0
39647,499.0
39648,500.0
39649,499.0
39650,499.0
39651,500.0
39652,499.0
39653,500.0
39654,500.0
39655,500.0
39656,500.0
39657,499.0
39658,500.0
39659,500.0
39660,499.0
39661,499.0
39662,499.0
39663,500.0
39664,499.0
39665,500.0
39666,499.0
39667,500.0
39668,499.0
39669,500.0
39670,499.0
39671,500.0
39672,499.0
39673,499.0
39674,500.0
39675,500.0
39676,500.0
39677,500.0
39678,500.0
39679,499.0
39680,500.0
39681,499.0
39682,499.0
39683,499.0
39684,499.0
39685,499.0
39686,500.0
39687,499.0
39688,499.0
39689,500.0
39690,499.0
39691,500.0
39692,499.0
39693,499.0
39694,500.0
39695,499.0
39696,500.0
39697,499.0
39698,500.0
39699,500.0
39700,499.0
39701,499.0
39702,500.0
39703,500.0
39704,500.0
39705,500.0
39706,500.0
39707,499.0
39708,499.0
39709,500.0
39710,500.0
39711,500.0
39712,499.0
39713,499.0
39714,499.0
39715,500.0
39716,499.0
39717,500.0
39718,499.0
39719,499.0
39720,500.0
39721,499.0
39722,500.0
39723,499.0
39724,500.0
39725,500.0
39726,500.0
39727,499.0
39728,499.0
39729,499.0
39730,500.0
39731,499.0
39732,500.0
39733,500.0
39734,499.0
39735,500.0
39736,500.0
39737,500.0
39738,500.0
39739,499.0
39740,499.0
39741,499.0
39742,500.0
39743,499.0
39744,500.0
39745,500.0
39746,500.0
39747,500.0
39748,500.0
39749,500.0
39750,499.0
39751,501.0
39752,501.0
39753,499.0
39754,500.0
39755,500.0
39756,500.0
39757,499.0
39758,500.0
39759,501.0
39760,499.0
39761,501.0
39762,500.0
39763,499.0
39764,500.0
39765,500.0
39766,501.0
39767,500.0
39768,500.0
39769,500.0
39770,500.0
39771,500.0
39772,501.0
39773,501.0
39774,500.0
39775,500.0
39776,499.0
39777,501.0
39778,501.0
39779,500.0
39780,501.0
39781,500.0
39782,501.0
39783,500.0
39784,501.0
39785,501.0
39786,501.0
39787,501.0
39788,500.0
39789,501.0
39790,501.0
39791,500.0
39792,500.0
39793,500.0
39794,501.0
39795,500.0
39796,500.0
39797,500.0
39798,501.0
39799,501.0
39800,501.0
39801,500.0
39802,500.0
39803,500.0
39804,500.0
39805,501.0
39806,501.0
39807,500.0
39808,500.0
39809,500.0
39810,501.0
39811,500.0
39812,500.0
39813,501.0
39814,500.0
39815,500.0
39816,501.0
39817,500.0
39818,501.0
39819,500.0
39820,501.0
39821,500.0
39822,501.0
39823,501.0
39824,500.0
39825,500.0
39826,500.0
39827,500.0
39828,500.0
39829,500.0
39830,501.0
39831,501.0
39832,501.0
39833,500.0
39834,501.0
39835,500.0
39836,500.0
39837,501.0
39838,500.0
39839,501.0
39840,500.0
39841,500.0
39842,501.0
39843,501.0
39844,500.0
39845,501.0
39846,500.0
39847,500.0
39848,500.0
39849,501.0
39850,500.0
39851,501.0
39852,500.0
39853,500.0
39854,501.0
39855,500.0
39856,501.0
39857,501.0
39858,500.0
39859,500.0
39860,501.0
39861,500.0
39862,501.0
39863,500.0
39864,500.0
39865,500.0
39866,500.0
39867,501.0
39868,500.0
39869,501.0
39870,500.0
39871,501.0
39872,500.0
39873,500.0
39874,501.0
39875,500.0
39876,500.0
39877,500.0
39878,501.0
39879,500.0
39880,500.0
39881,500.0
39882,500.0
39883,500.0
39884,501.0
39885,501.0
39886,501.0
39887,501.0
39888,500.0
39889,501.0
39890,501.0
39891,501.0
39892,501.0
39893,501.0
39894,501.0
39895,501.0
39896,501.0
39897,501.0
39898,501.0
39899,500.0
39900,501.0
39901,500.0
39902,501.0
39903,500.0
39904,501.0
39905,501.0
39906,500.0
39907,501.0
39908,501.0
39909,501.0
39910,500.0
39911,501.0
39912,500.0
39913,501.0
39914,500.0
39915,500.0
39916,501.0
39917,500.0
39918,501.0
39919,501.0
39920,501.0
39921,500.0
39922,500.0
39923,501.0
39924,501.0
39925,500.0
39926,501.0
39927,501.0
39928,500.0
39929,500.0
39930,501.0
39931,501.0
39932,501.0
39933,501.0
39934,502.0
39935,501.0
39936,500.0
39937,501.0
39938,502.0
39939,500.0
39940,501.0
39941,500.0
39942,501.0
39943,500.0
39944,501.0
39945,502.0
39946,501.0
39947,501.0
39948,501.0
39949,500.0
39950,500.0
39951,500.0
39952,501.0
39953,500.0
39954,501.0
39955,501.0
39956,501.0
39957,501.0
39958,502.0
39959,501.0
39960,502.0
39961,502.0
39962,501.0
39963,502.0
39964,501.0
39965,501.0
39966,502.0
39967,502.0
39968,501.0
39969,501.0
39970,502.0
39971,502.0
39972,502.0
39973,501.0
39974,502.0
39975,502.0
39976,502.0
39977,502.0
39978,501.0
39979,502.0
39980,502.0
39981,501.0
39982,502.0
39983,502.0
39984,502.0
39985,501.0
39986,502.0
39987,502.0
39988,501.0
39989,501.0
39990,502.0
39991,502.0
39992,501.0
39993,501.0
39994,501.0
39995,501.0
39996,502.0
39997,501.0
39998,502.0
39999,501.0
40000,501.0
40001,501.0
40002,502.0
40003,501.0
40004,501.0
40005,501.0
40006,502.0
40007,501.0
40008,502.0
40009,502.0
40010,501.0
40011,501.0
40012,501.0
40013,502.0
40014,501.0
40015,501.0
40016,501.0
40017,502.0
40018,501.0
40019,501.0
40020,501.0
40021,501.0
40022,502.0
40023,501.0
40024,502.0
40025,501.0
40026,501.0
40027,501.0
40028,501.0
40029,501.0
40030,501.0
40031,502.0
40032,502.0
40033,501.0
40034,502.0
40035,502.0
40036,501.0
40037,502.0
40038,501.0
40039,501.0
40040,501.0
40041,501.0
40042,502.0
40043,502.0
40044,501.0
40045,501.0
40046,502.0
40047,502.0
40048,501.0
40049,501.0
40050,502.0
40051,502.0
40052,501.0
40053,502.0
40054,502.0
40055,502.0
40056,501.0
40057,501.0
40058,502.0
40059,502.0
40060,501.0
40061,502.0
40062,502.0
40063,502.0
40064,501.0
40065,502.0
40066,502.0
40067,502.0
40068,501.0
40069,502.0
40070,502.0
40071,502.0
40072,502.0
40073,501.0
40074,502.0
40075,502.0
40076,502.0
40077,501.0
40078,501.0
40079,501.0
40080,501.0
40081,503.0
40082,501.0
40083,502.0
40084,502.0
40085,502.0
40086,501.0
40087,502.0
40088,502.0
40089,502.0
40090,502.0
40091,501.0
40092,501.0
40093,501.0
40094,502.0
40095,503.0
40096,501.0
40097,502.0
40098,502.0
40099,501.0
40100,503.0
40101,502.0
40102,502.0
40103,501.0
40104,502.0
40105,502.0
40106,501.0
40107,501.0
40108,502.0
40109,502.0
40110,502.0
40111,502.0
40112,503.0
40113,502.0
40114,502.0
40115,502.0
40116,503.0
40117,502.0
40118,503.0
40119,502.0
40120,503.0
40121,503.0
40122,502.0
40123,503.0
40124,502.0
40125,503.0
40126,502.0
40127,502.0
40128,503.0
40129,502.0
40130,502.0
40131,503.0
40132,502.0
40133,502.0
40134,503.0
40135,503.0
40136,503.0
40137,502.0
40138,503.0
40139,503.0
40140,503.0
40141,502.0
40142,502.0
40143,503.0
40144,502.0
40145,502.0
40146,503.0
40147,503.0
40148,503.0
40149,503.0
40150,502.0
40151,502.0
40152,503.0
40153,502.0
40154,502.0
40155,503.0
40156,503.0
40157,503.0
40158,503.0
40159,503.0
40160,502.0
40161,503.0
40162,502.0
40163,503.0
40164,503.0
40165,502.0
40166,503.0
40167,502.0
40168,503.0
40169,502.0
40170,503.0
40171,502.0
40172,502.0
40173,503.0
40174,503.0
40175,502.0
40176,502.0
40177,503.0
40178,502.0
40179,503.0
40180,503.0
40181,502.0
40182,502.0
40183,503.0
40184,503.0
40185,503.0
40186,502.0
40187,503.0
40188,503.0
40189,502.0
40190,502.0
40191,503.0
40192,502.0
40193,502.0
40194,502.0
40195,502.0
40196,502.0
40197,502.0
40198,502.0
40199,502.0
40200,503.0
40201,503.0
40202,503.0
40203,504.0
40204,504.0
40205,502.0
40206,502.0
40207,503.0
40208,504.0
40209,504.0
40210,504.0
40211,503.0
40212,502.0
40213,504.0
40214,503.0
40215,503.0
40216,504.0
40217,503.0
40218,504.0
40219,503.0
40220,502.0
40221,503.0
40222,503.0
40223,504.0
40224,504.0
40225,503.0
40226,502.0
40227,503.0
40228,504.0
40229,503.0
40230,504.0
40231,504.0
40232,504.0
40233,504.0
40234,504.0
40235,503.0
40236,503.0
40237,504.0
40238,504.0
40239,503.0
40240,504.0
40241,503.0
40242,503.0
40243,503.0
40244,503.0
40245,504.0
40246,504.0
40247,503.0
40248,503.0
40249,504.0
40250,503.0
40251,504.0
40252,504.0
40253,504.0
40254,504.0
40255,503.0
40256,504.0
40257,503.0
40258,504.0
40259,503.0
40260,504.0
40261,503.0
40262,503.0
40263,503.0
40264,503.0
40265,503.0
40266,503.0
40267,503.0
40268,503.0
40269,503.0
40270,503.0
40271,504.0
40272,503.0
40273,504.0
40274,503.0
40275,503.0
40276,503.0
40277,503.0
40278,503.0
40279,504.0
40280,503.0
40281,503.0
40282,503.0
40283,504.0
40284,504.0
40285,504.0
40286,503.0
40287,504.0
40288,504.0
40289,504.0
40290,504.0
40291,503.0
40292,503.0
40293,504.0
40294,504.0
40295,503.0
40296,503.0
40297,504.0
40298,503.0
40299,504.0
40300,504.0
40301,503.0
40302,504.0
40303,503.0
40304,504.0
40305,504.0
40306,504.0
40307,504.0
40308,504.0
40309,504.0
40310,503.0
40311,504.0
40312,503.0
40313,503.0
40314,503.0
40315,503.0
40316,504.0
40317,503.0
40318,503.0
40319,503.0
40320,504.0
40321,503.0
40322,503.0
40323,503.0
40324,503.0
40325,504.0
40326,503.0
40327,504.0
40328,504.0
40329,503.0
40330,503.0
40331,504.0
40332,503.0
40333,503.0
40334,504.0
40335,504.0
40336,503.0
40337,504.0
40338,503.0
40339,504.0
40340,504.0
40341,504.0
40342,504.0
40343,503.0
40344,503.0
40345,503.0
40346,503.0
40347,504.0
40348,504.0
40349,504.0
40350,505.0
40351,504.0
40352,504.0
40353,504.0
40354,504.0
40355,504.0
40356,505.0
40357,505.0
40358,505.0
40359,504.0
40360,504.0
40361,505.0
40362,505.0
40363,504.0
40364,504.0
40365,505.0
40366,505.0
40367,505.0
40368,504.0
40369,505.0
40370,504.0
40371,505.0
40372,504.0
40373,504.0
40374,505.0
40375,504.0
40376,504.0
40377,505.0
40378,505.0
40379,504.0
40380,504.0
40381,504.0
40382,504.0
40383,505.0
40384,505.0
40385,505.0
40386,505.0
40387,504.0
40388,505.0
40389,504.0
40390,505.0
40391,505.0
40392,504.0
40393,504.0
40394,504.0
40395,504.0
40396,504.0
40397,505.0
40398,505.0
40399,504.0
40400,504.0
40401,505.0
40402,505.0
40403,505.0
40404,505.0
40405,505.0
40406,504.0
40407,504.0
40408,505.0
40409,505.0
40410,505.0
40411,504.0
40412,504.0
40413,504.0
40414,505.0
40415,505.0
40416,505.0
40417,504.0
40418,505.0
40419,505.0
40420,504.0
40421,504.0
40422,505.0
40423,505.0
40424,505.0
40425,504.0
40426,505.0
40427,505.0
40428,504.0
40429,505.0
40430,504.0
40431,504.0
40432,505.0
40433,505.0
40434,505.0
40435,505.0
40436,504.0
40437,505.0
40438,505.0
40439,504.0
40440,505.0
40441,505.0
40442,504.0
40443,505.0
40444,504.0
40445,505.0
40446,504.0
40447,505.0
40448,504.0
40449,504.0
40450,505.0
40451,505.0
40452,504.0
40453,504.0
40454,504.0
40455,505.0
40456,504.0
40457,505.0
40458,504.0
40459,504.0
40460,504.0
40461,504.0
40462,504.0
40463,505.0
40464,504.0
40465,504.0
40466,504.0
40467,504.0
40468,505.0
40469,504.0
40470,505.0
40471,504.0
40472,505.0
40473,505.0
40474,504.0
40475,505.0
40476,504.0
40477,505.0
40478,504.0
40479,505.0
40480,505.0
40481,505.0
40482,505.0
40483,504.0
40484,504.0
40485,504.0
40486,504.0
40487,505.0
40488,505.0
40489,504.0
40490,504.0
40491,505.0
40492,504.0
40493,504.0
40494,505.0
40495,504.0
40496,504.0
40497,505.0
40498,504.0
40499,504.0
40500,504.0
40501,504.0
40502,505.0
40503,504.0
40504,505.0
40505,505.0
40506,504.0
40507,505.0
40508,505.0
40509,504.0
40510,504.0
40511,504.0
40512,505.0
40513,504.0
40514,504.0
40515,505.0
40516,504.0
40517,505.0
40518,505.0
40519,505.0
40520,504.0
40521,504.0
40522,505.0
40523,504.0
40524,505.0
40525,504.0
40526,504.0
40527,505.0
40528,504.0
40529,505.0
40530,506.0
40531,506.0
40532,505.0
40533,506.0
40534,505.0
40535,505.0
40536,506.0
40537,505.0
40538,505.0
40539,506.0
40540,504.0
40541,504.0
40542,505.0
40543,506.0
40544,506.0
40545,505.0
40546,506.0
40547,506.0
40548,505.0
40549,504.0
40550,505.0
40551,505.0
40552,505.0
40553,506.0
40554,506.0
40555,505.0
40556,505.0
40557,506.0
40558,505.0
40559,505.0
40560,506.0
40561,506.0
40562,506.0
40563,506.0
40564,506.0
40565,506.0
40566,505.0
40567,505.0
40568,506.0
40569,505.0
40570,506.0
40571,505.0
40572,505.0
40573,505.0
40574,506.0
40575,506.0
40576,505.0
40577,505.0
40578,506.0
40579,505.0
40580,506.0
40581,506.0
40582,505.0
40583,505.0
40584,505.0
40585,506.0
40586,506.0
40587,505.0
40588,506.0
40589,505.0
40590,506.0
40591,505.0
40592,505.0
40593,506.0
40594,505.0
40595,505.0
40596,506.0
40597,505.0
40598,505.0
40599,505.0
40600,506.0
40601,506.0
40602,506.0
40603,505.0
40604,506.0
40605,505.0
40606,505.0
40607,506.0
40608,506.0
40609,506.0
40610,506.0
40611,506.0
40612,505.0
40613,506.0
40614,506.0
40615,506.0
40616,505.0
40617,505.0
40618,505.0
40619,506.0
40620,506.0
40621,505.0
40622,505.0
40623,505.0
40624,505.0
40625,505.0
40626,506.0
40627,506.0
40628,506.0
40629,505.0
40630,506.0
40631,505.0
40632,506.0
40633,505.0
40634,506.0
40635,506.0
40636,505.0
40637,505.0
40638,505.0
40639,505.0
40640,505.0
40641,505.0
40642,506.0
40643,506.0
40644,505.0
40645,506.0
40646,505.0
40647,506.0
40648,506.0
40649,506.0
40650,506.0
40651,506.0
40652,506.0
40653,506.0
40654,506.0
40655,506.0
40656,506.0
40657,506.0
40658,506.0
40659,506.0
40660,505.0
40661,505.0
40662,505.0
40663,506.0
40664,505.0
40665,506.0
40666,505.0
40667,506.0
40668,506.0
40669,505.0
40670,506.0
40671,506.0
40672,505.0
40673,506.0
40674,506.0
40675,506.0
40676,505.0
40677,506.0
40678,506.0
40679,506.0
40680,505.0
40681,506.0
40682,505.0
40683,505.0
40684,505.0
40685,505.0
40686,505.0
40687,506.0
40688,506.0
40689,505.0
40690,505.0
40691,506.0
40692,505.0
40693,506.0
40694,505.0
40695,506.0
40696,506.0
40697,505.0
40698,505.0
40699,506.0
40700,505.0
40701,505.0
40702,506.0
40703,506.0
40704,505.0
40705,506.0
40706,505.0
40707,506.0
40708,505.0
40709,506.0
40710,506.0
40711,505.0
40712,506.0
40713,506.0
40714,505.0
40715,506.0
40716,505.0
40717,505.0
40718,506.0
40719,506.0
40720,506.0
40721,506.0
40722,506.0
40723,505.0
40724,505.0
40725,506.0
40726,506.0
40727,506.0
40728,506.0
40729,505.0
40730,505.0
40731,505.0
40732,506.0
40733,505.0
40734,506.0
40735,505.0
40736,506.0
40737,505.0
40738,506.0
40739,505.0
40740,505.0
40741,505.0
40742,505.0
40743,506.0
40744,505.0
40745,506.0
40746,506.0
40747,505.0
40748,506.0
40749,506.0
40750,505.0
40751,506.0
40752,505.0
40753,505.0
40754,505.0
40755,505.0
40756,505.0
40757,506.0
40758,505.0
40759,505.0
40760,506.0
40761,506.0
40762,506.0
40763,505.0
40764,506.0
40765,505.0
40766,505.0
40767,506.0
40768,505.0
40769,505.0
40770,505.0
40771,507.0
40772,506.0
40773,506.0
40774,506.0
40775,507.0
40776,505.0
40777,506.0
40778,507.0
40779,505.0
40780,505.0
40781,506.0
40782,506.0
40783,505.0
40784,506.0
40785,507.0
40786,507.0
40787,506.0
40788,505.0
40789,506.0
40790,506.0
40791,506.0
40792,507.0
40793,507.0
40794,507.0
40795,505.0
40796,507.0
40797,506.0
40798,507.0
40799,505.0
40800,506.0
40801,506.0
40802,507.0
40803,506.0
40804,506.0
40805,507.0
40806,506.0
40807,507.0
40808,506.0
40809,507.0
40810,507.0
40811,507.0
40812,506.0
40813,507.0
40814,506.0
40815,507.0
40816,506.0
40817,506.0
40818,507.0
40819,507.0
40820,506.0
40821,507.0
40822,507.0
40823,506.0
40824,507.0
40825,507.0
40826,506.0
40827,506.0
40828,506.0
40829,507.0
40830,507.0
40831,507.0
40832,506.0
40833,506.0
40834,506.0
40835,506.0
40836,507.0
40837,506.0
40838,506.0
40839,506.0
40840,507.0
40841,506.0
40842,506.0
40843,506.0
40844,506.0
40845,506.0
40846,507.0
40847,506.0
40848,507.0
40849,507.0
40850,506.0
40851,507.0
40852,507.0
40853,507.0
40854,507.0
40855,507.0
40856,506.0
40857,507.0
40858,507.0
40859,506.0
40860,506.0
40861,507.0
40862,506.0
40863,506.0
40864,507.0
40865,506.0
40866,507.0
40867,506.0
40868,506.0
40869,506.0
40870,507.0
40871,507.0
40872,507.0
40873,506.0
40874,506.0
40875,506.0
40876,506.0
40877,506.0
40878,506.0
40879,506.0
40880,506.0
40881,507.0
40882,506.0
40883,507.0
40884,506.0
40885,507.0
40886,506.0
40887,506.0
40888,507.0
40889,506.0
40890,506.0
40891,507.0
40892,507.0
40893,506.0
40894,507.0
40895,507.0
40896,507.0
40897,507.0
40898,506.0
40899,506.0
40900,506.0
40901,507.0
40902,507.0
40903,507.0
40904,506.0
40905,506.0
40906,507.0
40907,507.0
40908,507.0
40909,506.0
40910,507.0
40911,506.0
40912,507.0
40913,507.0
40914,506.0
40915,506.0
40916,507.0
40917,506.0
40918,506.0
40919,506.0
40920,507.0
40921,507.0
40922,507.0
40923,507.0
40924,506.0
40925,507.0
40926,507.0
40927,507.0
40928,506.0
40929,507.0
40930,506.0
40931,507.0
40932,506.0
40933,506.0
40934,506.0
40935,506.0
40936,507.0
40937,506.0
40938,507.0
40939,507.0
40940,506.0
40941,506.0
40942,506.0
40943,506.0
40944,507.0
40945,506.0
40946,506.0
40947,507.0
40948,507.0
40949,507.0
40950,506.0
40951,507.0
40952,507.0
40953,506.0
40954,506.0
40955,506.0
40956,506.0
40957,506.0
40958,507.0
40959,506.0
40960,507.0
40961,507.0
40962,507.0
40963,507.0
40964,507.0
40965,507.0
40966,507.0
40967,507.0
40968,507.0
40969,507.0
40970,507.0
40971,506.0
40972,507.0
40973,507.0
40974,506.0
40975,506.0
40976,507.0
40977,506.0
40978,506.0
40979,507.0
40980,506.0
40981,506.0
40982,507.0
40983,507.0
40984,506.0
40985,506.0
40986,507.0
40987,506.0
40988,507.0
40989,506.0
40990,507.0
40991,507.0
40992,506.0
40993,507.0
40994,507.0
40995,506.0
40996,507.0
40997,507.0
40998,507.0
40999,506.0
41000,506.0
41001,506.0
41002,507.0
41003,506.0
41004,507.0
41005,507.0
41006,506.0
41007,506.0
41008,506.0
41009,506.0
41010,507.0
41011,506.0
41012,507.0
41013,506.0
41014,507.0
41015,507.0
41016,506.0
41017,507.0
41018,507.0
41019,507.0
41020,506.0
41021,506.0
41022,506.0
41023,506.0
41024,507.0
41025,506.0
41026,507.0
41027,507.0
41028,506.0
41029,507.0
41030,506.0
41031,506.0
41032,507.0
41033,507.0
41034,507.0
41035,507.0
41036,506.0
41037,507.0
41038,506.0
41039,506.0
41040,507.0
41041,508.0
41042,508.0
41043,507.0
41044,508.0
41045,508.0
41046,507.0
41047,507.0
41048,508.0
41049,507.0
41050,507.0
41051,507.0
41052,507.0
41053,507.0
41054,508.0
41055,507.0
41056,508.0
41057,507.0
41058,508.0
41059,507.0
41060,507.0
41061,507.0
41062,508.0
41063,507.0
41064,508.0
41065,507.0
41066,508.0
41067,508.0
41068,508.0
41069,507.0
41070,508.0
41071,508.0
41072,508.0
41073,508.0
41074,507.0
41075,508.0
41076,508.0
41077,507.0
41078,508.0
41079,508.0
41080,508.0
41081,508.0
41082,508.0
41083,507.0
41084,507.0
41085,507.0
41086,508.0
41087,508.0
41088,508.0
41089,507.0
41090,507.0
41091,507.0
41092,508.0
41093,508.0
41094,507.0
41095,507.0
41096,507.0
41097,508.0
41098,508.0
41099,508.0
41100,508.0
41101,507.0
41102,508.0
41103,507.0
41104,507.0
41105,507.0
41106,507.0
41107,507.0
41108,507.0
41109,507.0
41110,508.0
41111,508.0
41112,507.0
41113,508.0
41114,507.0
41115,508.0
41116,507.0
41117,508.0
41118,507.0
41119,507.0
41120,507.0
41121,508.0
41122,508.0
41123,508.0
41124,508.0
41125,507.0
41126,507.0
41127,508.0
41128,507.0
41129,508.0
41130,508.0
41131,508.0
41132,508.0
41133,507.0
41134,508.0
41135,507.0
41136,507.0
41137,508.0
41138,508.0
41139,508.0
41140,508.0
41141,507.0
41142,508.0
