"Estado","Fecha","CasosAcumulados","Gompertz","Gompertz_IC99_inf","Gompertz_IC99_sup","PrediccionTotal","PrediccionTotal_IC99_inf","PrediccionTotal_IC99_sup","DondeVa","Fecha_Pico","Casos_Acum_al_Pico","Casos_Entre_1_Sem_antes_y_el_Pico","Fecha_Terminacion_Epidemia","Casos_Por_Millon","Casos_Acum_01_Junio"
"AGUASCALIENTES","2020-03-14","1","2836.23030361574","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-03-15","1","2855.08196969059","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-03-16","1","2874.03177552384","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-03-17","2","2893.08005212562","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-03-18","5","2912.22713061928","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-03-19","6","2931.47334223629","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-03-20","8","2950.819018311","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-03-21","9","2970.26449027548","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-03-22","10","2989.81008965427","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-03-23","14","3009.45614805922","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-03-24","14","3029.20299718416","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-03-25","31","3049.05096879978","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-03-26","35","3069.00039474825","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-03-27","41","3089.05160693807","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-03-28","46","3109.20493733873","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-03-29","49","3129.46071797544","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-03-30","53","3149.81928092385","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-03-31","54","3170.28095830474","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-04-01","54","3190.84608227871","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-04-02","55","3211.51498504086","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-04-03","57","3232.28799881547","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-04-04","57","3253.16545585063","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-04-05","59","3274.14768841293","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-04-06","64","3295.23502878209","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-04-07","66","3316.42780924558","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-04-08","67","3337.72636209329","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-04-09","67","3359.13101961208","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-04-10","70","3380.64211408047","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-04-11","71","3402.25997776318","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-04-12","73","3423.98494290578","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-04-13","82","3445.81734172921","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-04-14","85","3467.75750642443","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-04-15","97","3489.80576914696","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-04-16","104","3511.96246201144","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-04-17","121","3534.22791708621","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-04-18","135","3556.60246638786","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-04-19","138","3579.08644187575","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-04-20","155","3601.68017544659","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-04-21","169","3624.38399892894","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-04-22","180","3647.19824407775","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-04-23","201","3670.1232425689","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-04-24","212","3693.15932599369","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-04-25","213","3716.30682585335","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-04-26","220","3739.56607355358","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-04-27","238","3762.937400399","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-04-28","270","3786.42113758768","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-04-29","288","3810.01761620562","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-04-30","315","3833.72716722123","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-05-01","319","3857.55012147982","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-05-02","322","3881.48680969805","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-05-03","327","3905.53756245847","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-05-04","377","3929.70271020388","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-05-05","390","3953.98258323188","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-05-06","407","3978.37751168931","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-05-07","431","4002.88782556668","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-05-08","442","4027.51385469265","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-05-09","442","4052.25592872846","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-05-10","447","4077.11437716239","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-05-11","459","4102.0895293042","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-05-12","500","4127.18171427957","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-05-13","516","4152.39126102452","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-05-14","540","4177.71849827987","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-05-15","565","4203.16375458565","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-05-16","569","4228.72735827557","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-05-17","576","4254.40963747139","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-05-18","614","4280.21092007738","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-05-19","633","4306.13153377475","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-05-20","662","4332.17180601607","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-05-21","689","4358.33206401966","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-05-22","713","4384.61263476407","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-05-23","731","4411.01384498244","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-05-24","741","4437.53602115694","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-05-25","784","4464.17948951322","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-05-26","820","4490.94457601475","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-05-27","857","4517.83160635734","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-05-28","902","4544.84090596347","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-05-29","947","4571.97279997673","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-05-30","964","4599.22761325626","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-05-31","985","4626.60567037115","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-06-01","1050","4654.10729559486","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-06-02","1104","4681.73281289962","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-06-03","1165","4709.48254595087","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-06-04","1207","4737.35681810169","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-06-05","1270","4765.35595238717","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-06-06","1294","4793.48027151889","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-06-07","1319","4821.73009787931","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-06-08","1398","4850.1057535162","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-06-09","1460","4878.60756013707","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-06-10","1523","4907.23583910359","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-06-11","1596","4935.99091142603","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-06-12","1649","4964.87309775769","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-06-13","1684","4993.88271838931","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-06-14","1707","5023.02009324357","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-06-15","1788","5052.28554186944","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-06-16","1852","5081.67938343671","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-06-17","1923","5111.20193673037","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-06-18","1987","5140.85352014509","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-06-19","2058","5170.63445167966","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-06-20","2079","5200.54504893147","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-06-21","2098","5230.58562909094","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-06-22","2171","5260.75650893598","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-06-23","2224","5291.05800482646","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-06-24","2274","5321.49043269873","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-06-25","2339","5352.05410806002","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-06-26","2394","5382.74934598293","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-06-27","2408","5413.5764611","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-06-28","2418","5444.53576759808","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-06-29","2459","5475.62757921289","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-06-30","2495","5506.85220922352","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-07-01","2574","5538.2099704469","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-07-02","2651","5569.70117523234","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-07-03","2723","5601.32613545602","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-07-04","2734","5633.08516251552","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-07-05","2743","5664.97856732437","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-07-06","2838","5697.00666030652","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-07-07","2954","5729.16975139094","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-07-08","3004","5761.46815000614","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-07-09","3044","5793.9021650747","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-07-10","3128","5826.47210500788","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-07-11","3146","5859.17827770011","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-07-12","3174","5892.02099052362","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-07-13","3262","5925.000550323","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-07-14","3337","5958.11726340978","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-07-15","3428","5991.37143555701","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-07-16","3508","6024.76337199389","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-07-17","3586","6058.29337740034","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-07-18","3604","6091.96175590166","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-07-19","3617","6125.7688110631","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-07-20","3680","6159.71484588453","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-07-21","3754","6193.80016279507","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-07-22","3810","6228.02506364772","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-07-23","3878","6262.38984971404","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-07-24","3949","6296.8948216788","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-07-25","3971","6331.54027963464","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-07-26","3991","6366.3265230768","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-07-27","4060","6401.25385089775","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-07-28","4123","6436.32256138192","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-07-29","4180","6471.53295220043","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-07-30","4237","6506.88532040578","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-07-31","4307","6542.37996242658","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-08-01","4338","6578.01717406228","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-08-02","4357","6613.79725047797","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-08-03","4429","6649.72048619908","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-08-04","4494","6685.78717510618","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-08-05","4543","6721.99761042974","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-08-06","4585","6758.35208474494","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-08-07","4626","6794.85088996645","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-08-08","4648","6831.49431734328","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-08-09","4668","6868.28265745354","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-08-10","4750","6905.21620019933","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-08-11","4798","6942.29523480156","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-08-12","4865","6979.52004979479","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-08-13","4921","7016.89093302214","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-08-14","4975","7054.40817163013","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-08-15","4986","7092.07205206358","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-08-16","5021","7129.88286006054","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-08-17","5120","7167.84088064716","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-08-18","5200","7205.94639813265","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-08-19","5269","7244.19969610419","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-08-20","5333","7282.60105742193","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-08-21","5389","7321.15076421391","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-08-22","5420","7359.84909787102","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-08-23","5456","7398.69633904207","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-08-24","5543","7437.69276762871","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-08-25","5619","7476.83866278048","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-08-26","5697","7516.13430288985","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-08-27","5746","7555.57996558724","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-08-28","5811","7595.17592773607","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
"AGUASCALIENTES","2020-08-29","5855","7634.92246542787","","","294770","145765.427580799","430999.123814817","74.6","2023-02-24","108440","1084","2028-11-04","44969.9","4627"
